SQL Database Name, Vendor URL, Latest Version,
MySQL, https://www.mysql.com, 8.0.31, 
Oracle, https://www.oracle.com/database/, 21c
PostgreSQL, https://www.postgresql.org/, 15.1
Microsoft SQL Server, https://www.microsoft.com/en-us/sql-server, SQL Server 2022
IBM DB2, https://www.ibm.com/analytics/db2, 12.1
SQLight,https://sqlite.org ,3.40.0
